method,chunk_number,chunk_text,is_complete,total_chunks
naive,21,"[0], werkzeug.test.EnvironBuilder):                 builder = copy(args[0])                 builder.",yes,29
naive,22,"     args[0], app=self.application, environ_base=self._copy_environ({})                 ).get_reques",yes,29
naive,23,"elf._request_from_builder_args(args, kwargs)          # Pop any previously preserved contexts. This ",yes,29
naive,24,"    follow_redirects=follow_redirects,         )         response.json_module = self.application.jso",yes,29
naive,25, def __enter__(self) -> FlaskClient:         if self.preserve_context:             raise RuntimeErro,yes,29
naive,26,     self.preserve_context = False         self._context_stack.close()   class FlaskCliRunner(CliRun,no,29
naive,27,e:         self.app = app         super().__init__(**kwargs)      def invoke(  # type: ignore       ,no,29
naive,28,"See :ref:`testing-cli` for examples.          If the ``obj`` argument is not given, passes an instan",yes,29
naive,29,trings to invoke the command with.          :return: a :class:`~click.testing.Result` object.       ,yes,29
ast,1,from __future__ import annotations  import importlib.metadata import typing as t from contextlib imp,yes,5
ast,2,"class EnvironBuilder(werkzeug.test.EnvironBuilder):     """"""An :class:`~werkzeug.test.EnvironBuilder`",yes,5
ast,3,def _get_werkzeug_version() -> str:     global _werkzeug_version      if not _werkzeug_version:     ,yes,5
ast,4,"class FlaskClient(Client):     """"""Works like a regular Werkzeug test client, with additional behavio",yes,5
ast,5,"class FlaskCliRunner(CliRunner):     """"""A :class:`~click.testing.CliRunner` for testing a Flask app'",yes,5
naive,1,from __future__ import annotations  import collections.abc as cabc import typing as t  if t.TYPE_CHE,yes,9
naive,2,"tly convertible or are a Response object. ResponseValue = t.Union[     ""Response"",     str,     byte",yes,9
naive,3,"[bytes], ]  # the possible types for an individual HTTP header HeaderValue = str | list[str] | tuple",yes,9
naive,4,"  ResponseValue,     tuple[ResponseValue, HeadersValue],     tuple[ResponseValue, int],     tuple[Re",yes,9
naive,5,"ecking. ResponseClass = t.TypeVar(""ResponseClass"", bound=""Response"")  AppOrBlueprintKey = str | None",yes,9
naive,6,"le[[], t.Awaitable[None]] BeforeRequestCallable = (     t.Callable[[], ResponseReturnValue | None]  ",yes,9
naive,7,"e]] ) TemplateContextProcessorCallable = (     t.Callable[[], dict[str, t.Any]] | t.Callable[[], t.A",yes,9
naive,8,"ssorCallable = t.Callable[[str | None, dict[str, t.Any] | None], None]  # This should take Exception",yes,9
naive,9,lask/issues/4295 # https://github.com/pallets/flask/issues/4297 ErrorHandlerCallable = (     t.Calla,yes,9
ast,1,from __future__ import annotations  import collections.abc as cabc import typing as t  if t.TYPE_CHE,yes,1
naive,1,from __future__ import annotations  import typing as t  from . import typing as ft from .globals imp,yes,20
naive,2,erride :meth:`dispatch_request` to     create a generic class-based view. Call :meth:`as_view` to cr,yes,20
naive,3,"ello(View):             init_every_request = False              def dispatch_request(self, name):   ",yes,20
naive,4,n the class to apply a list of decorators to     the generated view function. Decorators applied to ,yes,20
naive,5,"d for. Uses the same default     #: (``[""GET"", ""HEAD"", ""OPTIONS""]``) as ``route`` and     #: ``add_u",yes,20
naive,6,"rovide_automatic_options: t.ClassVar[bool | None] = None      #: A list of decorators to apply, in o",yes,20
naive,7,"list[t.Callable[..., t.Any]]] = []      #: Create a new instance of this view class for every reques",yes,20
naive,8,"self`` is no     #: longer safe across requests, and :data:`~flask.g` should be used     #: instead.",yes,20
naive,9,"ponse. Any variables from the URL         rule are passed as keyword arguments.         """"""         ",no,20
naive,10,"         By default, the generated view will create a new instance of the         view class for eve",yes,20
naive,11,d to this method         are forwarded to the view class ``__init__`` method.          .. versioncha,no,20
naive,12,"ined]                     *class_args, **class_kwargs                 )                 return curre",yes,20
naive,13, return current_app.ensure_sync(self.dispatch_request)(**kwargs)  # type: ignore[no-any-return]     ,yes,20
naive,14, reasons:         # first of all it allows us to easily figure out what class-based         # view t,yes,20
naive,15,__ = name         view.__doc__ = cls.__doc__         view.__module__ = cls.__module__         view.m,yes,20
naive,16," example, if you implement a ``get`` method, it will be used to     handle ``GET`` requests.      Th",yes,20
naive,17,"    def get(self):                 return str(session.get(""counter"", 0))              def post(self)",yes,20
naive,18,"lass__(cls, **kwargs: t.Any) -> None:         super().__init_subclass__(**kwargs)          if ""metho",yes,20
naive,19,"p_method_funcs:                 if hasattr(cls, key):                     methods.add(key.upper())  ",no,20
naive,20," have a handler for it         # retry with GET.         if meth is None and request.method == ""HEAD",yes,20
ast,1,from __future__ import annotations  import typing as t  from . import typing as ft from .globals imp,yes,3
ast,2,"class View:     """"""Subclass this class and override :meth:`dispatch_request` to     create a generic",yes,3
ast,3,"class MethodView(View):     """"""Dispatches request methods to the corresponding instance methods.    ",yes,3
naive,1,from __future__ import annotations  import typing as t  from werkzeug.exceptions import BadRequest f,yes,27
naive,2,if t.TYPE_CHECKING:  # pragma: no cover     from werkzeug.routing import Rule   class Request(Reques,yes,27
naive,3,    :attr:`~flask.Flask.request_class` to your subclass.      The request object is a :class:`~werkz,yes,27
naive,4,spect which methods are allowed for the URL from     #: a before/after handler (``request.url_rule.m,yes,27
naive,5,odNotAllowed`)     #: because the request was never internally bound.     #:     #: .. versionadded:,yes,27
naive,6, this is the exception that will be     #: raised / was raised as part of the request handling.  Thi,yes,27
naive,7,"m_parts: int | None = None      @property     def max_content_length(self) -> int | None:         """"",no,27
naive,8,"k application level. However, if it is ``None`` and the request has         no ``Content-Length`` he",yes,27
naive,9,t can be set on a specific ``request`` to apply         the limit to that specific view. This should,yes,27
naive,10,"  """"""         if self._max_content_length is not None:             return self._max_content_length  ",yes,27
naive,11,one:         self._max_content_length = value      @property     def max_form_memory_size(self) -> i,no,27
naive,12," to ``None``, no limit is enforced at the Flask application level.          Each request defaults to",yes,27
naive,13,ecific needs.          .. versionchanged:: 3.1             This is configurable through Flask config,yes,27
naive,14,"type: ignore[no-any-return]      @max_form_memory_size.setter     def max_form_memory_size(self, val",yes,27
naive,15,"body. If this limit is exceeded, a 413         :exc:`~werkzeug.exceptions.RequestEntityTooLarge` err",yes,27
naive,16,apply         the limit to that specific view. This should be set appropriately based         on an ,yes,27
naive,17,"pp:             return super().max_form_parts          return current_app.config[""MAX_FORM_PARTS""]  ",yes,27
naive,18,est URL.          This will be ``None`` if matching failed or has not been         performed yet.   ,yes,27
naive,19,"eturn None      @property     def blueprint(self) -> str | None:         """"""The registered name of t",no,27
naive,20,"ted with. It may have been nested, or registered with a         different name.         """"""         ",yes,27
naive,21,ueprint upwards through         parent blueprints.          This will be an empty list if there is n,yes,27
naive,22,lf) -> None:         super()._load_form_data()          # In debug mode we're replacing the files mu,yes,27
naive,23,   ):             from .debughelpers import attach_enctype_error_multidict              attach_encty,yes,27
naive,24,"           raise              raise BadRequest() from ebr   class Response(ResponseBase):     """"""The",yes,27
naive,25,esponse` will take care of that for you.      If you want to replace the response object used you ca,yes,27
naive,26,"s JSON.      .. versionchanged:: 1.0          Added :attr:`max_cookie_size`.     """"""      default_mi",no,27
naive,27,"attr:`~werkzeug.wrappers.Response.max_cookie_size` in         Werkzeug's docs.         """"""         i",yes,27
ast,1,from __future__ import annotations  import typing as t  from werkzeug.exceptions import BadRequest f,yes,3
ast,2,"class Request(RequestBase):     """"""The request object used by default in Flask.  Remembers the     m",yes,3
ast,3,"class Response(ResponseBase):     """"""The response object that is used by default in Flask.  Works li",yes,3
naive,1,from . import json as json from .app import Flask as Flask from .blueprints import Blueprint as Blue,yes,6
naive,2,s_request_context as has_request_context from .globals import current_app as current_app from .globa,yes,6
naive,3,mport get_template_attribute as get_template_attribute from .helpers import make_response as make_re,yes,6
naive,4,as url_for from .json import jsonify as jsonify from .signals import appcontext_popped as appcontext,yes,6
naive,5,on as got_request_exception from .signals import message_flashed as message_flashed from .signals im,yes,6
naive,6,nder_template as render_template from .templating import render_template_string as render_template_s,yes,6
ast,1,from . import json as json from .app import Flask as Flask from .blueprints import Blueprint as Blue,yes,1
naive,1,from .cli import main  main() ,yes,1
